Age,Height,Performance,Decision
27,181,19,0
19,197,44,1
30,163,12,0
21,155,86,0
21,174,46,0
23,189,35,0
21,189,73,1
21,150,56,1
30,177,75,0
26,150,61,1
19,172,10,0
23,174,35,1
18,187,13,0
26,158,87,1
26,195,97,1
18,180,78,1
20,179,31,0
30,166,30,0
21,171,3,0
18,159,55,1
29,167,65,0
26,181,5,0
27,198,43,0
29,200,91,1
20,168,76,0
22,193,66,1
28,167,70,0
29,197,12,0
19,176,16,0
19,190,93,1
29,196,4,0
24,185,77,1
22,170,73,0
25,165,39,0
28,197,10,0
25,164,69,0
24,191,84,0
19,154,63,0
30,194,24,0
22,156,92,1
28,152,36,0
22,194,91,1
27,189,80,1
23,187,58,1
19,153,53,0
30,179,71,0
19,178,26,1
21,181,31,1
25,181,85,0
25,180,18,0
22,188,41,1
25,200,78,0
27,185,50,0
22,178,32,1
21,157,59,0
19,185,20,0
18,171,6,0
26,185,11,0
25,200,76,1
23,153,19,0
20,189,61,0
29,150,89,0
28,175,77,0
20,170,75,1
18,163,83,0
23,176,22,0
25,199,45,1
29,164,59,0
22,154,18,0
27,154,72,1
18,184,4,0
18,172,41,1
28,194,25,0
24,156,26,0
18,172,11,0
22,187,76,1
22,189,90,1
21,155,22,0
28,157,39,0
23,160,60,0
30,192,87,1
21,187,16,0
21,150,59,1
30,187,77,1
23,168,87,1
21,158,21,0
29,173,43,0
25,154,64,1
24,178,7,0
22,196,94,1
21,199,93,1
23,170,3,0
25,154,1,0
27,199,55,0
21,154,14,0
20,179,23,0
27,199,69,0
21,155,53,1
23,199,94,1
28,186,57,1
21,166,59,1
24,185,17,0
29,180,88,1
18,178,45,0
19,192,64,0
27,158,26,0
25,164,41,0
22,180,78,1
20,199,7,0
25,180,99,1
30,192,13,0
22,168,47,1
21,165,25,1
30,179,18,0
28,180,40,0
24,159,100,1
24,188,15,0
18,195,28,0
20,190,2,0
22,185,97,1
29,176,67,1
29,165,39,0
24,150,60,1
19,176,26,0
23,170,100,1
29,184,91,1
20,198,12,0
18,198,62,0
21,194,49,0
25,192,3,0
18,196,30,0
24,187,98,1
26,161,94,1
25,174,49,0
21,172,91,1
22,200,75,1
22,169,80,0
27,152,26,0
21,167,53,0
27,193,74,1
29,168,52,1
24,161,75,0
19,200,33,0
30,177,53,0
29,192,33,0
27,163,84,1
24,159,60,0
30,162,26,0
29,179,23,0
26,159,33,0
21,184,97,1
24,159,78,1
23,182,90,1
29,185,30,0
18,159,26,1
23,166,54,0
29,159,25,0
18,159,10,0
27,196,12,0
28,170,9,0
25,185,35,0
28,159,87,1
28,164,100,1
25,171,22,1
19,172,79,0
30,185,95,1
30,164,41,0
28,151,91,1
28,173,53,0
30,187,8,0
30,186,12,0
20,177,54,0
18,196,33,0
27,181,78,1
22,167,21,0
19,187,76,1
22,199,13,0
27,177,47,1
19,168,40,0
28,162,11,0
29,190,5,0
30,186,34,0
19,176,56,1
29,199,68,1
23,188,77,1
24,183,66,0
27,174,73,1
28,170,100,1
20,156,42,0
25,189,49,0
22,175,14,0
20,172,60,0
26,167,9,0
27,166,72,1
29,173,95,1
23,158,35,1
28,195,84,0
24,185,64,0
24,177,9,0
29,192,41,0
22,150,54,1
20,170,21,1
28,199,88,0
26,193,7,0
28,186,70,0
25,193,3,0
19,175,53,1
24,163,65,1
26,171,97,1
18,175,52,0
23,158,52,1
20,196,55,0
20,169,23,0
21,151,89,1
28,178,63,1
19,188,10,0
24,195,59,0
25,162,69,1
21,175,70,1
21,160,16,0
20,168,50,1
20,160,9,0
23,190,56,1
18,153,44,1
20,169,29,0
28,165,43,0
29,168,3,0
28,191,80,0
23,158,97,1
29,199,1,0
25,155,13,0
18,175,60,0
20,174,65,1
19,197,90,1
23,175,26,1
20,160,68,0
28,191,73,1
20,190,13,0
29,184,75,0
28,157,43,1
18,191,63,1
19,159,58,1
24,173,18,0
28,197,23,0
24,167,79,0
19,166,3,0
18,186,16,0
28,195,37,0
23,155,27,1
28,180,99,1
27,194,46,0
22,190,19,0
23,179,81,1
29,182,3,0
19,151,9,0
26,184,98,1
28,179,72,0
25,180,88,0
29,190,88,0
28,164,84,1
28,165,17,0
21,150,69,1
24,161,20,1
28,185,59,1
18,178,99,1
30,177,17,0
30,168,52,1
18,178,34,0
22,178,26,1
23,151,27,1
29,184,3,0
25,156,14,0
19,165,76,1
27,166,19,0
22,166,77,0
29,173,78,0
24,181,6,0
18,170,25,0
30,191,94,1
30,153,64,1
19,173,98,1
28,157,90,1
18,166,61,0
26,154,46,0
23,167,83,0
19,192,86,1
20,193,20,1
22,174,63,0
28,166,6,0
18,192,5,0
21,196,18,0
27,161,8,0
29,192,54,0
22,198,79,1
30,177,61,0
27,164,89,1
28,198,2,0
23,184,19,0
20,190,66,0
30,198,96,1
27,195,68,1
19,152,1,0
23,182,24,1
19,171,90,0
22,170,57,0
18,196,7,0
24,191,45,0
23,200,80,1
23,191,6,0
22,153,29,0
30,190,3,0
23,193,23,0
24,168,85,0
25,200,7,0
26,191,90,1
20,188,9,0
20,190,35,0
25,177,7,0
27,199,49,1
26,184,69,0
22,193,48,0
19,168,56,0
22,152,10,0
21,183,13,0
23,156,79,1
30,199,91,1
26,192,7,0
27,158,11,0
19,152,47,1
21,179,39,1
30,177,10,0
21,150,94,1
21,180,68,1
21,193,49,0
30,190,60,1
19,158,16,0
19,185,20,0
27,177,2,0
25,179,5,0
26,184,56,1
19,189,9,0
21,162,55,0
30,167,47,0
29,195,77,1
29,167,7,0
18,176,32,0
28,178,89,1
21,155,86,1
19,160,96,1
27,171,80,0
20,158,39,1
30,181,29,0
27,198,52,0
20,161,73,0
22,155,27,0
26,169,71,1
22,186,54,0
23,168,100,1
26,172,12,0
20,155,18,0
19,190,81,1
24,154,10,0
29,182,16,0
19,184,66,0
26,162,96,1
28,187,31,0
28,168,46,1
26,197,30,0
23,200,13,0
26,187,75,1
26,154,41,1
19,177,40,1
24,180,28,1
23,153,67,1
24,170,94,1
22,173,84,0
18,176,91,1
25,159,22,1
26,170,46,0
28,177,35,0
21,199,39,0
18,185,71,1
23,175,72,1
25,193,41,1
27,191,22,0
29,188,59,0
23,153,39,0
18,187,30,1
24,165,69,1
30,183,100,1
25,156,37,1
23,159,40,0
18,187,79,1
23,189,68,0
20,170,93,1
30,195,6,0
27,187,3,0
22,187,76,1
27,167,44,1
28,178,55,1
21,163,55,1
22,190,15,0
25,198,74,1
22,186,10,0
23,158,72,1
22,191,31,0
24,192,77,1
23,159,24,1
28,191,80,1
29,173,17,0
22,167,7,0
20,152,57,0
29,180,21,0
20,166,21,1
22,162,81,1
26,170,13,0
25,150,13,0
19,168,6,0
24,161,15,0
22,193,85,1
28,194,72,1
18,156,20,1
20,162,2,0
27,192,51,0
22,176,5,0
27,165,45,1
26,160,88,1
27,153,40,1
21,193,78,1
26,168,16,0
25,191,64,1
23,165,52,1
22,191,60,0
25,154,80,1
26,150,3,0
22,176,45,1
25,183,55,0
23,171,75,0
18,191,66,0
30,177,99,1
18,155,3,0
23,158,17,0
30,185,4,0
25,155,15,0
20,193,34,0
21,176,88,1
22,200,95,1
26,159,23,0
21,198,54,0
25,162,47,0
22,195,6,0
29,181,60,1
18,181,23,1
26,159,81,1
23,180,79,1
26,189,55,1
22,170,23,0
18,191,29,0
26,157,33,0
22,155,79,0
29,188,19,0
27,154,18,0
21,192,89,1
22,196,68,1
28,194,40,0
18,189,16,0
23,189,64,0
23,190,2,0
20,199,67,0
20,187,97,1
29,160,64,1
19,182,76,1
30,171,16,0
23,186,53,0
24,195,11,0
30,155,43,0
30,181,3,0
21,186,8,0
18,186,94,1
24,198,1,0
26,187,78,1
18,154,60,0
18,153,59,1
29,196,27,0
27,190,31,0
24,200,32,1
26,157,92,1
22,152,48,0
27,175,35,0
28,161,71,1
23,163,35,1
24,188,4,0
23,187,40,1
24,186,29,1
20,158,14,0
30,188,4,0
24,184,82,1
19,178,84,1
29,164,30,0
21,173,35,1
18,164,93,1
20,188,22,1
27,178,70,0
30,178,55,0
24,166,44,1
22,161,48,1
29,178,39,0
24,196,18,0
20,178,88,1
24,157,52,0
23,178,73,1
27,175,87,1
23,183,4,0
29,167,92,1
27,152,71,1
24,168,68,1
28,156,78,0
20,181,34,0
21,154,5,0
30,193,95,1
30,172,87,0
25,170,48,0
22,166,37,1
28,158,100,1
21,180,31,1
23,165,31,1
19,200,27,1
20,162,55,0
27,191,57,1
21,192,35,0
19,160,63,0
28,191,34,0
25,158,63,1
23,199,2,0
30,197,61,0
28,156,8,0
23,167,6,0
29,186,71,0
27,166,31,0
20,154,73,0
21,188,82,1
19,156,62,1
22,190,56,0
24,150,81,1
21,156,79,1
19,159,47,0
26,174,71,1
29,176,86,0
24,161,96,1
23,197,7,0
24,194,70,0
26,161,87,0
27,155,5,0
18,176,11,0
28,153,6,0
23,187,58,0
21,178,56,1
19,177,49,1
19,186,41,1
19,173,12,0
27,153,73,1
25,194,30,1
25,199,65,1
23,198,74,1
20,171,42,1
30,172,31,0
29,155,73,1
23,152,83,1
23,150,32,1
29,199,10,0
27,189,77,0
20,163,5,0
18,181,19,0
26,199,18,0
18,197,86,1
24,181,42,0
28,168,73,0
23,192,95,1
25,167,93,1
18,171,16,0
28,200,40,1
27,200,100,1
18,175,54,0
18,172,57,1
30,181,14,0
18,158,73,1
23,165,31,1
20,162,99,1
27,153,62,1
20,192,21,0
23,176,29,0
24,161,74,1
29,199,72,1
29,175,41,1
20,196,25,0
28,182,79,1
20,153,45,1
19,187,39,1
20,200,24,1
23,180,11,0
25,156,25,1
20,180,12,0
27,181,62,1
26,153,44,0
26,153,18,0
28,155,46,1
27,185,88,0
27,174,48,0
28,166,76,1
28,180,47,0
18,173,29,0
24,171,51,0
25,172,88,1
20,154,13,0
23,164,39,1
20,170,50,1
20,163,51,0
23,163,76,1
23,187,28,1
25,189,61,0
26,177,69,1
26,184,84,0
21,166,51,0
23,178,89,1
29,151,5,0
20,178,55,0
18,173,96,1
22,167,80,0
19,155,17,0
23,165,19,0
23,153,7,0
23,192,25,0
30,182,71,1
24,173,19,0
20,182,14,0
27,160,30,0
19,191,100,1
23,177,16,0
24,198,31,0
25,162,29,0
24,186,42,0
18,173,31,1
29,170,97,1
30,158,86,0
30,152,58,1
19,186,8,0
29,173,56,0
25,195,100,1
29,160,23,0
23,156,60,0
25,180,29,1
29,189,4,0
28,173,74,1
24,173,54,1
29,161,95,1
24,178,55,1
27,155,45,0
26,156,19,0
22,162,36,1
23,186,1,0
20,186,13,0
23,189,60,1
18,169,56,0
22,153,51,1
28,150,99,1
25,158,92,1
18,191,28,0
24,152,91,1
27,165,82,0
21,177,59,1
18,179,81,1
27,153,30,0
29,162,81,1
23,186,24,0
18,163,62,1
24,175,52,1
25,162,73,1
27,169,65,1
20,177,7,0
24,170,43,1
27,178,12,0
27,165,79,0
25,151,47,1
23,170,32,1
20,200,29,0
29,161,43,1
22,190,84,1
28,200,71,1
22,178,73,1
18,197,41,1
20,193,91,1
25,196,97,1
19,156,14,0
30,199,47,1
29,150,85,1
23,166,75,1
19,190,74,1
26,186,97,1
20,190,54,1
30,159,31,0
21,192,77,1
19,175,80,1
29,162,2,0
23,159,11,0
28,176,57,1
22,171,95,1
30,156,52,1
27,189,96,1
29,168,100,1
25,184,3,0
25,174,33,0
20,200,15,0
24,199,73,0
28,175,56,1
27,184,66,1
18,183,63,0
19,163,62,1
27,172,95,1
26,154,76,0
21,185,21,1
22,175,54,0
30,188,17,0
21,191,24,0
30,167,58,0
20,177,82,1
27,170,64,1
28,199,78,0
20,200,73,1
24,198,12,0
19,195,63,0
24,180,6,0
23,164,26,1
30,183,3,0
20,197,19,0
24,187,4,0
22,160,19,0
19,158,8,0
21,165,73,0
30,191,83,1
20,186,13,0
28,166,75,0
24,173,38,1
29,188,66,0
22,195,83,1
18,190,3,0
28,158,64,0
18,167,80,1
26,154,98,1
18,166,69,1
18,193,32,0
20,167,33,0
22,166,43,0
28,181,20,0
28,171,2,0
24,188,31,1
23,180,82,1
23,182,25,1
28,186,45,1
24,186,31,1
19,191,55,1
19,196,58,1
26,175,66,1
29,152,63,0
25,186,25,0
29,161,98,1
21,184,47,0
21,196,63,0
29,178,53,0
27,194,95,1
24,150,26,0
23,193,31,1
21,170,33,1
26,164,39,0
25,187,18,0
19,157,1,0
27,165,73,0
29,181,46,0
26,198,79,0
21,161,70,0
21,189,94,1
28,173,16,0
22,191,6,0
20,182,1,0
18,156,68,0
27,152,17,0
23,155,72,0
26,187,36,0
28,198,35,0
21,150,73,0
27,167,93,1
29,185,38,0
30,173,59,1
23,156,99,1
30,198,14,0
19,163,56,1
26,187,45,0
29,161,28,0
28,170,51,0
19,150,17,0
18,190,81,1
29,192,7,0
23,178,19,0
18,164,85,0
28,151,27,0
19,176,5,0
20,166,19,0
20,181,37,0
26,167,31,0
18,181,66,1
30,198,15,0
22,165,95,1
18,196,97,1
22,181,94,1
22,197,31,1
26,154,38,0
24,183,75,1
27,155,96,1
25,175,88,0
26,188,25,0
19,154,80,0
27,165,24,0
26,186,34,0
30,193,71,1
19,174,54,1
21,199,80,1
26,193,57,0
26,153,28,0
24,177,76,0
20,184,18,0
28,194,4,0
20,198,56,1
18,184,55,1
27,178,57,0
20,151,27,0
23,162,25,1
29,168,39,0
26,193,10,0
24,154,78,1
23,200,91,1
30,158,74,1
30,157,39,0
23,168,58,1
29,156,20,0
25,172,44,0
30,195,10,0
22,192,74,1
24,178,52,1
21,169,15,0
19,159,45,1
27,183,85,0
29,196,9,0
18,183,30,1
18,175,49,0
21,196,47,1
25,198,51,1
25,178,66,0
18,186,77,1
23,182,97,1
30,177,50,0
24,168,2,0
24,181,69,0
19,159,94,1
24,171,69,0
22,157,38,1
18,176,9,0
25,154,60,1
30,160,99,1
28,185,36,0
19,156,39,0
22,193,14,0
30,166,26,0
18,165,86,0
19,183,67,0
24,156,53,0
30,179,21,0
22,197,4,0
22,166,73,0
22,160,15,0
27,157,24,0
21,169,62,0
25,154,21,1
25,154,15,0
20,161,9,0
28,187,91,1
29,190,54,1
24,191,32,1
28,198,87,1
26,177,82,0
30,184,86,0
19,152,46,0
19,180,22,1
23,156,62,1
29,151,31,0
29,176,59,1
20,174,60,1
28,161,70,1
21,155,71,0
21,188,43,0
30,174,54,1
18,191,29,0
19,182,25,1
29,153,58,1
21,151,35,1
24,181,60,1
18,197,35,0
27,197,59,1
20,185,80,1
19,162,71,0
28,165,44,1
24,158,39,1
25,200,52,1
25,193,17,0
19,169,27,0
21,195,38,1
29,164,56,1
19,187,60,1
24,184,64,0
27,163,2,0
28,157,23,0
26,174,16,0
28,174,69,1
18,199,76,1
26,188,11,0
28,183,50,0
27,155,32,0
18,195,46,1
19,187,74,1
25,197,4,0
27,150,90,1
28,191,23,0
21,193,44,0
29,165,67,0
19,174,62,0
25,191,9,0
21,164,92,1
29,160,51,1
23,173,47,0
21,167,35,0
21,197,96,1
25,152,20,1
18,175,56,1
28,184,25,0
19,171,82,1
21,180,84,1
27,183,21,0
27,174,78,0
27,175,68,0
21,158,20,1
24,194,5,0
26,156,67,1
22,178,53,1
22,152,72,1
18,161,65,0
24,179,74,1
23,163,94,1
30,171,39,0
22,171,89,0
28,151,71,1
19,184,4,0
26,182,98,1
18,198,80,1
23,161,61,1
27,162,79,0
26,185,57,0
25,172,62,0
24,176,52,0
26,196,58,0
23,162,67,0
22,156,37,0
30,186,98,1
30,193,72,0
29,184,36,0
22,198,13,0
18,160,11,0
19,172,16,0
23,196,86,1
29,177,24,0
29,151,93,1
22,183,83,1
30,199,69,0
19,158,34,1
18,176,42,1
26,186,40,1
20,196,96,1
30,160,84,0
26,155,48,1
29,179,64,0
29,195,6,0
20,156,93,1
23,161,29,0
23,160,31,1
25,198,79,0
27,164,39,0
29,177,88,1
29,196,46,0
23,189,75,1
29,198,63,1
21,172,89,0
18,200,35,1
29,177,46,0
29,198,97,1
30,195,83,1
28,162,90,0
24,179,63,0
27,197,21,0
26,162,79,1
29,169,9,0
21,187,96,1
26,170,28,0
29,170,52,1
19,170,66,1
23,196,10,0
30,188,83,0
18,193,77,1
24,193,32,1
24,193,65,1
29,153,97,1
21,192,45,0
25,150,82,1
24,160,66,0
29,172,64,1
20,156,49,1
24,157,45,1
28,182,3,0
29,200,97,1
23,181,2,0
30,167,53,0
26,176,11,0
20,155,3,0
29,192,66,1
19,180,96,1
21,183,70,1
27,179,89,0
25,191,37,0
21,152,33,0
19,162,85,0
18,160,24,0
26,157,45,0
23,200,24,1
28,165,59,0
22,186,76,1
30,181,37,0
26,169,26,0
19,190,39,0
24,151,58,1
28,153,17,0
27,185,4,0
23,188,83,1
20,192,55,1
18,171,64,0
29,196,19,0
23,185,14,0
29,185,82,1
30,156,87,1
23,186,73,1
25,192,7,0
23,185,6,0
19,169,32,1
25,152,48,0
28,181,90,0
18,162,32,0
27,200,69,0
18,163,15,0
18,150,34,0
26,151,33,0
23,176,28,1
27,158,32,0
23,190,83,1
24,189,79,1
29,181,30,0
23,167,12,0
21,189,92,1
18,198,27,1
22,165,87,1
23,190,14,0
27,195,84,1
21,182,28,1
21,156,95,1
23,197,43,0
24,176,51,1
26,198,92,1
24,165,92,1
23,152,43,1
26,177,32,0
30,194,67,0
28,162,7,0
18,187,40,1
25,170,57,1
30,154,19,0
29,175,14,0
29,200,30,0
19,163,90,0
28,152,89,1
24,189,35,1
22,150,27,1
19,156,67,0
26,154,10,0
26,182,84,1
20,185,89,1
25,158,50,0
24,172,50,0
27,191,35,0
25,179,81,1
27,178,64,1
22,193,50,1
20,189,2,0
18,176,60,1
30,176,7,0
19,151,56,1
21,186,69,1
23,192,69,0
26,152,73,1
19,185,74,1
21,192,42,1
24,152,43,1
29,167,15,0
28,163,54,0
19,154,8,0
27,182,27,0
18,178,97,1
23,192,61,1
25,159,46,0
20,162,12,0
22,185,97,1
23,157,75,1
29,172,52,0
29,154,26,0
22,153,82,1
22,151,76,0
21,164,40,1
26,189,34,0
20,193,23,0
26,156,39,0
18,172,13,0
27,194,22,0
24,190,84,0
22,198,81,1
20,152,13,0
22,180,56,0
23,197,82,1
26,173,53,1
22,178,44,0
25,169,16,0
29,175,15,0
28,162,78,0
25,181,48,1
28,158,88,0
30,170,87,1
23,199,17,0
29,196,100,1
28,194,65,0
18,156,20,1
22,187,60,1
27,169,13,0
26,159,17,0
18,157,66,1
25,195,66,0
21,170,54,1
19,176,56,0
18,182,34,0
27,151,52,0
23,186,70,1
26,189,67,0
27,158,94,1
26,161,61,0
29,197,71,1
21,182,14,0
18,152,75,0
28,157,26,0
29,155,92,1
22,182,3,0
23,176,62,1
24,191,35,0
20,186,24,0
22,190,21,1
26,199,27,0
23,155,91,1
23,197,55,0
18,197,70,0
18,151,78,1
22,189,60,0
20,186,77,1
24,153,73,1
27,178,35,0
26,186,63,1
20,172,89,1
28,160,86,0
18,181,51,1
27,173,17,0
27,183,38,0
23,171,79,1
27,183,97,1
27,191,46,1
19,180,31,0
30,190,84,0
19,171,91,1
23,191,37,1
21,182,65,0
27,163,100,1
25,197,6,0
29,193,63,0
26,188,23,0
23,160,37,0
22,164,16,0
23,177,34,1
21,197,22,1
22,193,46,0
21,198,52,1
25,181,80,0
25,152,40,0
20,179,94,1
25,186,92,1
19,153,33,0
21,198,100,1
29,198,12,0
25,178,36,0
19,156,91,1
25,192,82,1
24,175,79,1
24,163,98,1
27,185,5,0
29,154,35,0
21,186,21,1
28,151,55,0
20,175,2,0
23,183,71,1
25,182,73,0
20,152,46,1
18,182,55,0
21,178,9,0
20,194,85,1
30,157,43,1
26,155,54,1
19,157,81,0
27,179,48,0
23,184,85,1
29,152,24,0
30,186,75,0
26,154,13,0
27,170,9,0
29,195,38,0
25,156,37,1
25,177,85,1
30,166,53,0
28,192,63,0
26,173,92,1
20,154,27,1
19,182,28,1
27,153,35,0
19,197,79,1
24,187,26,1
30,170,39,0
19,181,46,0
21,197,95,1
28,178,41,0
26,181,53,1
21,193,88,1
20,192,56,0
19,195,42,1
18,188,1,0
25,153,50,1
28,183,41,0
